default,student,balance,income
No,No,164.00,42695.40
No,No,0.00,62975.13
No,Yes,1335.13,17044.37
No,Yes,1549.62,11927.53
No,No,1441.07,33852.68
No,No,1157.65,39080.26
No,No,899.46,36335.22
No,No,331.17,44752.23
No,No,439.20,42132.01
No,No,489.72,27043.23
No,No,652.99,37143.58
No,No,206.82,49221.15
No,Yes,932.49,14950.09
No,No,1098.23,42331.89
No,Yes,1959.60,19677.94
No,Yes,1706.95,20804.66
No,No,1255.88,55971.19
No,No,537.95,54481.31
No,No,349.16,38844.35
No,No,167.61,20150.90
No,No,1612.47,42281.23
No,No,551.25,48007.99
No,Yes,1521.50,16830.57
No,No,826.96,61365.44
No,No,770.08,38010.26
No,Yes,1109.43,10973.09
No,No,559.32,53542.41
No,Yes,390.28,9050.00
No,No,1567.02,42258.77
No,No,170.26,62708.16
No,No,528.85,46222.29
No,No,0.00,49471.75
No,Yes,1000.42,14071.01
No,No,538.75,34834.45
No,No,435.40,35168.73
No,No,110.66,64525.94
No,No,153.56,49405.26
No,Yes,856.62,19056.87
No,Yes,934.25,20747.21
No,No,783.12,36514.69
No,Yes,1271.11,17451.04
No,No,910.76,33660.72
No,No,748.65,40612.22
No,No,668.94,42028.92
No,Yes,1061.93,18589.62
No,No,766.01,45155.10
No,Yes,1396.23,15837.25
No,No,265.44,34040.55
Yes,No,2080.94,34494.17
No,No,324.69,47103.46
No,Yes,1135.01,24005.01
Yes,No,1731.68,56228.92
No,Yes,1133.23,16749.46
No,No,782.65,37497.09
No,Yes,745.57,12896.63
No,No,1444.36,51154.51
No,Yes,1340.53,19318.84
Yes,No,1903.67,41173.50
No,No,317.90,42209.49
No,No,901.32,43242.61
No,No,527.98,39950.96
No,Yes,915.65,16888.81
No,No,1143.55,42694.80
Yes,No,1488.56,22256.86
No,No,1024.23,27104.86
No,No,619.90,29217.35
No,No,1007.25,34893.14
No,No,0.00,42577.81
No,No,1342.05,51442.57
No,Yes,1478.17,22564.58
No,No,149.36,52310.41
No,No,279.72,52008.42
No,No,869.81,49312.51
No,No,1493.29,56364.25
No,No,1127.82,43344.89
No,No,924.69,38676.97
No,No,311.51,43379.63
No,No,696.51,28610.19
No,Yes,295.63,25452.48
No,No,464.76,17862.23
No,Yes,750.41,17291.53
No,No,890.41,52943.38
No,No,0.00,37455.20
No,Yes,340.70,12351.83
No,No,724.24,43399.72
No,No,979.86,40374.05
No,No,33.46,30510.04
No,No,1203.74,40969.08
No,No,735.73,23225.18
No,Yes,884.92,27208.77
No,No,825.85,48216.71
No,Yes,1734.59,14165.28
No,Yes,670.49,16513.04
No,No,874.85,36709.11
No,No,0.00,40021.36
No,No,827.35,43833.42
No,No,1508.84,31739.27
No,Yes,0.00,19095.83
No,Yes,914.52,7525.58
No,No,302.96,51030.44
No,Yes,275.49,13448.33
No,No,589.56,42335.45
No,No,1120.27,45153.04
No,Yes,1416.97,11104.57
No,No,1270.18,44185.36
No,No,848.23,35186.58
No,No,560.97,43254.72
No,No,619.62,45463.30
No,No,1197.58,18449.02
Yes,No,1585.73,52274.86
No,No,478.36,28262.87
No,No,1144.91,41370.52
No,No,778.75,58860.38
No,Yes,1675.42,13703.88
No,No,680.77,56759.23
No,Yes,1113.58,17593.53
No,No,339.35,38097.02
No,No,908.87,55612.17
No,No,480.79,11193.42
No,Yes,874.58,17378.29
No,No,0.00,42515.16
No,No,1353.52,52048.50
No,No,1073.95,28845.74
No,Yes,1402.29,13276.25
No,No,759.15,24473.11
No,No,4.11,38326.20
No,No,194.55,38794.15
No,Yes,597.60,16526.68
No,Yes,1067.78,18641.72
No,No,379.29,43096.49
No,Yes,583.60,15179.69
No,No,465.52,30792.88
No,No,1144.12,33624.94
No,Yes,1025.09,29019.33
No,No,203.96,63638.19
No,Yes,439.58,17823.50
No,No,0.00,40574.42
No,No,720.86,42753.72
No,No,1385.80,44983.30
No,No,1127.51,64618.74
No,No,808.00,36076.08
No,Yes,280.25,25307.38
No,No,378.72,15738.33
No,Yes,885.52,21211.33
No,No,0.00,37482.49
No,Yes,1006.94,19065.69
No,No,490.65,37998.71
No,Yes,141.03,11314.39
No,No,761.89,46421.76
No,No,1787.60,33312.81
No,No,964.54,33908.05
No,No,931.58,52703.79
No,No,10.06,37673.32
No,Yes,1971.66,22040.26
No,Yes,1171.52,17642.27
No,No,784.38,44927.50
No,No,503.50,20476.07
No,Yes,295.48,17324.04
Yes,Yes,1475.06,20210.27
No,No,950.47,38990.17
No,Yes,1083.70,17522.73
No,Yes,1334.67,18064.78
Yes,No,1332.39,53517.35
No,No,314.55,43440.60
No,Yes,683.19,12367.70
No,Yes,1087.41,17060.59
No,No,443.63,46611.02
No,No,426.55,34191.30
No,No,532.98,55847.29
No,Yes,1378.22,20119.83
No,No,470.04,29309.13
No,Yes,470.31,10062.08
No,No,98.40,25308.59
No,No,400.06,30160.29
No,No,1265.73,20816.95
No,Yes,700.34,15905.21
No,No,1266.77,47991.05
No,No,116.35,30765.35
No,Yes,1023.64,15738.16
No,No,823.66,24533.20
No,Yes,1328.67,13389.43
No,No,1032.19,46541.65
No,Yes,1093.64,14790.77
No,No,587.76,39618.82
No,No,1379.18,48254.60
No,Yes,444.03,23691.98
No,Yes,597.60,21296.61
No,No,738.19,35134.27
No,No,563.49,47142.45
No,Yes,1518.72,23877.82
No,No,1610.72,30098.82
No,Yes,542.39,14294.60
No,No,586.17,31466.85
No,Yes,648.89,24457.36
No,Yes,913.05,17139.58
No,No,1650.90,43478.13
No,No,758.51,37485.91
No,No,1955.56,45507.91
No,No,446.96,27626.60
No,No,874.94,39807.68
No,Yes,1124.57,28936.91
No,No,0.00,29427.91
No,No,184.57,44021.30
No,No,1133.80,39860.16
No,Yes,1148.92,19717.43
No,No,1040.27,35639.55
No,No,753.96,21507.99
No,No,818.50,34903.68
No,Yes,1228.66,17460.64
No,Yes,16.41,24291.35
No,No,763.90,64967.64
No,Yes,1667.31,15614.82
No,No,637.49,48942.61
No,No,911.13,31265.22
No,No,125.05,50059.55
No,Yes,548.28,15308.60
No,No,795.03,34169.67
No,No,649.16,37015.27
No,No,0.00,51758.41
No,No,292.33,41036.13
No,No,1285.99,31068.12
No,No,845.85,44480.66
No,Yes,1660.11,26838.93
No,No,610.57,36145.02
No,Yes,1137.42,16177.27
No,Yes,1115.77,11496.54
No,No,302.16,28805.06
No,No,1074.14,35054.58
No,No,510.96,32151.85
No,No,974.41,43861.80
No,No,46.18,42533.72
No,No,1731.60,58075.94
No,No,1429.39,31387.70
No,No,503.51,62115.11
Yes,Yes,2179.22,15302.78
No,No,18.79,24699.10
No,No,1047.14,46007.98
No,Yes,1049.60,11137.86
No,No,1372.94,35467.76
No,No,958.33,28145.84
No,No,826.64,47358.55
No,No,1005.16,42127.99
No,No,1132.86,25402.47
No,No,618.61,45154.75
No,No,1073.83,47935.01
No,No,1108.80,39676.55
No,No,583.71,42590.12
No,No,835.53,23160.58
No,No,698.67,29580.07
No,No,929.58,40442.06
No,No,916.60,41432.43
No,No,1324.20,10892.33
No,Yes,1219.38,11361.82
No,No,265.30,45828.02
No,Yes,1255.43,19885.76
No,No,1524.44,18878.55
No,No,326.40,30156.36
No,No,1821.00,54051.98
No,Yes,1357.42,25733.31
No,No,1187.47,53318.99
No,Yes,925.90,20952.59
No,No,1451.79,27853.97
No,No,32.07,38788.66
No,No,685.20,36015.42
No,No,1071.90,54791.81
No,No,874.49,50078.46
No,No,926.31,38093.98
No,No,1235.64,53171.30
No,Yes,1155.50,24840.76
Yes,No,1360.39,28992.00
No,No,235.00,40394.42
No,No,854.69,26672.18
No,Yes,1405.66,19701.76
No,Yes,1161.03,13913.44
No,No,329.35,20708.99
No,No,1541.32,32508.38
No,No,1456.65,59361.92
No,No,0.00,24565.57
No,No,83.08,45442.83
No,No,95.90,31437.42
No,No,674.80,47653.62
No,No,917.78,44466.89
No,Yes,759.80,14217.70
No,No,379.06,14792.51
Yes,Yes,2004.39,18860.85
No,No,1469.60,43436.95
No,No,200.27,36926.40
No,No,843.43,39512.07
No,No,676.76,34400.86
No,No,46.09,42025.76
No,No,542.84,48897.75
No,No,89.91,30004.47
No,No,908.18,37319.62
No,No,0.00,46306.94
No,Yes,1326.85,20790.25
No,Yes,993.82,12531.03
No,Yes,1084.38,20881.46
No,No,1197.71,30377.25
No,No,1378.30,43411.66
No,No,182.74,32359.21
No,No,529.65,35102.28
No,Yes,1632.35,15763.58
No,Yes,1119.20,20619.51
No,No,787.14,45772.61
No,Yes,969.78,21412.60
No,No,1256.98,38083.13
No,No,1015.05,31026.41
No,Yes,1197.61,17452.00
No,Yes,847.46,16926.35
No,No,598.44,52896.06
No,Yes,983.09,17001.65
No,No,1296.27,45226.12
No,No,412.40,30206.96
Yes,No,1504.76,26183.25
No,Yes,367.36,16295.56
No,No,0.00,27889.30
No,Yes,894.73,19335.63
No,No,75.83,42075.05
No,No,642.54,34893.79
No,Yes,1777.28,14567.81
No,No,370.03,44507.21
No,No,653.37,52276.59
No,No,793.91,48907.68
No,No,917.08,19003.77
No,No,509.78,38614.41
No,No,947.81,42094.47
No,Yes,860.84,19514.76
No,No,302.23,35232.46
No,No,891.89,35062.54
No,No,1377.56,38364.68
No,Yes,1222.96,15174.97
No,No,378.97,39492.01
No,No,0.00,41523.75
No,Yes,1103.91,28552.54
No,Yes,704.47,21140.28
No,Yes,1402.31,21566.56
No,Yes,68.38,10996.09
No,No,409.60,30627.50
No,Yes,655.70,19915.23
No,Yes,654.81,14504.40
No,No,1255.92,43929.14
No,No,1217.96,33443.31
No,No,691.89,35562.61
No,Yes,548.14,19501.34
No,No,437.55,31537.13
No,No,1067.84,70700.65
No,No,521.44,31981.86
No,Yes,1349.00,25805.81
No,No,674.66,41798.39
No,No,516.36,25891.76
No,Yes,1470.34,19647.14
No,No,859.01,43101.87
No,No,1114.09,59200.14
No,No,773.33,51787.79
No,Yes,803.97,16553.77
No,No,376.29,43940.05
No,No,829.73,36164.15
No,No,299.89,34920.18
No,Yes,148.66,15645.78
No,No,705.11,47752.16
No,No,467.86,43308.70
No,No,382.09,38348.29
No,No,450.31,46172.73
No,No,379.91,39064.05
No,Yes,151.77,18659.07
No,No,1535.22,35282.23
No,No,1596.87,34655.88
No,No,778.06,52545.58
No,No,107.71,42199.97
No,Yes,961.80,13389.07
No,Yes,235.25,13360.93
No,No,935.34,57139.30
No,No,0.00,34563.05
No,No,10.31,37590.31
No,Yes,2370.46,24251.96
No,No,1447.02,37322.71
No,No,829.02,25161.90
No,No,1474.06,47040.81
No,No,913.64,50351.16
No,No,1028.89,34257.63
No,No,563.89,54147.71
No,Yes,747.82,19330.31
No,Yes,811.54,13828.97
No,Yes,797.37,23438.15
No,No,701.92,53151.76
No,No,1195.36,42107.36
Yes,No,1672.51,66466.46
No,No,889.90,20805.61
No,Yes,579.72,18555.75
No,No,1143.20,28900.73
Yes,Yes,1237.62,14862.71
No,No,740.96,48683.22
No,Yes,1470.47,18621.17
No,No,507.68,45839.13
No,Yes,452.30,19922.64
No,No,431.90,30115.15
No,No,388.94,36932.81
No,Yes,647.26,18905.85
No,No,1069.13,42361.05
No,No,517.99,45495.01
No,No,996.25,23720.99
No,No,995.12,47286.83
No,No,0.00,55069.81
No,No,480.57,36192.09
No,No,413.86,42453.68
No,No,730.07,47074.23
No,No,11.31,43520.49
No,Yes,1507.89,14632.26
No,Yes,1129.11,13580.26
No,No,1159.94,46789.88
No,No,817.98,40658.59
No,Yes,901.18,16745.07
No,Yes,1778.12,17060.93
No,No,1036.76,34912.79
No,No,199.14,49292.55
No,Yes,1295.69,23191.24
No,Yes,468.26,6365.56
No,No,688.11,27080.74
No,No,202.32,37188.57
No,No,621.00,37249.44
No,No,963.33,30100.76
No,No,1106.70,51879.72
No,No,1391.41,30427.20
No,No,198.59,58598.67
No,No,90.68,37914.40
No,No,460.87,49243.44
No,No,1182.44,34784.79
No,No,748.43,43215.83
No,Yes,1727.55,11608.13
No,No,831.48,39079.79
No,No,655.63,40257.93
No,Yes,787.14,22434.98
No,Yes,760.90,20070.15
No,No,0.00,44387.57
No,No,523.39,53115.60
No,No,481.59,35817.76
No,No,0.00,26275.26
No,Yes,1414.66,17954.85
No,Yes,1103.22,22410.91
No,No,948.70,38247.91
No,Yes,725.57,9019.55
No,No,1727.35,40791.14
No,No,891.61,43925.96
No,No,667.29,66538.34
No,Yes,1060.26,15661.41
No,Yes,830.86,18259.66
No,No,319.17,44410.53
No,No,1147.27,44871.55
No,No,664.51,47878.83
No,No,1066.90,35567.76
No,Yes,374.98,19806.52
No,No,549.19,43688.68
No,Yes,943.58,17730.92
No,No,111.29,42292.30
No,No,504.74,59560.18
No,No,798.48,32921.63
Yes,No,2008.46,35145.05
No,No,965.93,29219.07
No,No,1768.14,30762.11
No,No,435.06,32198.02
No,Yes,685.63,15892.09
No,Yes,745.23,12877.51
No,No,161.76,43676.06
No,No,0.00,32558.48
No,No,1389.29,38373.01
No,No,802.09,45052.58
No,Yes,335.82,16123.11
No,No,1031.79,39260.01
No,No,893.24,43816.23
No,No,1007.28,45124.04
No,No,786.80,38023.61
No,Yes,1814.56,24177.27
No,No,116.22,50109.02
No,No,839.92,47347.68
No,Yes,824.69,15158.62
No,No,239.38,25485.17
No,No,933.75,52319.15
No,No,459.39,37630.61
No,Yes,870.02,15955.89
No,No,232.21,11151.05
No,No,150.78,32106.48
No,No,1215.17,55230.65
No,No,1435.36,33728.89
No,No,338.07,47340.03
No,Yes,1056.95,20304.10
No,No,194.17,28743.16
No,No,298.51,50229.78
No,Yes,938.34,21911.73
No,No,1297.39,47095.22
No,No,690.23,56958.60
No,No,1013.91,34166.83
No,No,1213.79,48796.85
No,No,0.00,39269.84
No,Yes,1399.95,11010.21
No,No,591.00,50246.72
No,No,1438.83,35532.40
No,No,438.23,48859.26
No,No,783.00,37428.22
No,No,1864.95,48678.42
No,No,208.05,46840.52
No,No,621.17,32168.55
No,No,994.20,52689.54
No,No,674.64,42463.52
No,No,537.59,46953.38
No,No,690.34,29924.23
No,Yes,1369.41,18144.35
No,No,654.28,37706.59
No,No,798.03,29934.14
No,No,763.22,48170.36
No,No,1663.62,52975.26
No,No,988.39,49804.28
No,No,1419.63,40295.27
No,Yes,1196.04,19665.83
No,No,618.05,16944.34
No,No,1028.18,32249.85
No,No,523.50,39168.17
No,No,517.46,39543.59
No,Yes,764.56,5082.99
No,No,206.95,53058.56
No,No,847.98,43023.59
No,No,0.00,40540.69
No,No,631.75,37936.04
No,No,1014.60,51438.71
No,No,157.28,41415.40
No,No,525.49,43737.90
No,No,962.95,28660.93
No,No,594.11,24069.21
Yes,Yes,2321.88,21331.31
No,Yes,1128.78,17231.81
No,Yes,2118.80,18791.85
No,No,290.56,13239.87
No,No,1244.39,33880.30
No,No,1177.92,49061.72
No,No,0.00,44225.62
No,Yes,492.66,10154.16
No,No,0.00,62689.03
No,No,530.25,39311.33
No,No,0.00,45104.09
No,No,1028.17,51228.30
No,Yes,488.24,33003.42
No,No,4.46,46970.50
No,No,1636.32,35814.79
No,No,107.92,33764.20
No,Yes,129.18,20570.85
No,No,956.99,38285.75
No,Yes,823.06,17254.40
No,No,459.00,33163.55
No,Yes,867.90,18949.03
No,Yes,117.81,18752.83
No,No,474.67,42058.78
No,Yes,1180.53,19139.30
No,No,315.85,47328.98
No,Yes,552.20,22554.58
Yes,No,1342.26,35691.64
No,No,407.29,45376.24
No,No,1624.96,47574.56
No,Yes,548.45,21672.54
No,No,908.89,42205.21
No,Yes,969.90,17940.12
No,Yes,966.35,11776.53
No,No,628.57,37617.12
No,Yes,882.98,8833.67
No,No,825.00,34277.53
No,No,762.91,41617.81
No,No,1246.23,49479.58
No,No,60.96,41548.12
No,No,1377.98,34683.61
No,No,1215.25,43793.12
No,No,494.90,13980.36
No,No,839.87,39158.24
No,No,982.38,29157.29
No,Yes,927.52,4143.12
No,No,433.86,30581.58
No,No,1213.03,17726.67
No,No,316.00,26518.46
No,Yes,973.90,21590.03
No,No,0.00,25603.53
No,No,713.75,37230.07
No,No,997.47,22061.80
No,No,1326.06,34945.80
No,Yes,1135.36,24314.04
No,No,0.00,50805.04
No,No,43.90,48543.60
No,No,666.37,50105.27
No,Yes,0.00,18426.26
Yes,Yes,2334.12,19335.89
No,No,303.79,28525.40
No,No,634.50,35131.30
No,Yes,853.82,18750.75
No,No,747.46,43898.75
No,Yes,1120.03,19170.46
No,No,1290.19,36898.93
No,No,1348.79,33488.41
Yes,No,1632.89,44326.58
No,No,693.63,32594.66
No,No,467.58,43435.84
No,No,618.13,27868.79
No,Yes,1217.67,20977.24
No,No,872.07,36004.64
No,No,0.00,28659.49
No,No,894.73,37903.53
No,Yes,361.61,21685.69
No,Yes,937.20,18411.82
No,No,0.00,55760.50
No,No,339.53,31092.76
No,No,423.71,32640.29
No,Yes,1529.06,17358.04
No,No,894.11,47681.62
No,No,760.72,40854.47
No,No,883.02,37961.16
No,Yes,1322.59,15304.26
No,No,2036.99,31384.13
No,No,751.40,54993.41
No,No,578.84,25522.52
No,No,829.28,58070.11
No,No,1160.06,51895.30
No,No,1197.77,44047.69
No,No,417.59,48035.61
No,No,777.82,43910.99
No,No,625.75,29644.21
No,No,1382.78,36232.32
No,No,986.31,25342.30
No,No,937.74,24932.72
No,No,0.00,44525.85
No,No,131.58,51106.99
No,Yes,1096.18,15535.55
No,No,499.17,44773.58
No,No,1236.22,37884.57
No,No,637.01,27828.14
Yes,No,2147.31,58271.39
No,No,516.22,42446.04
No,Yes,113.28,21068.16
No,No,352.33,40716.17
No,No,918.01,26798.07
No,Yes,1378.91,14329.77
No,Yes,482.55,21369.28
No,No,813.20,49477.51
No,Yes,1330.49,13765.44
No,No,1373.53,56878.34
No,Yes,1411.61,16677.31
No,No,313.81,37720.76
Yes,Yes,1803.94,29100.82
No,No,964.52,40814.65
No,No,1139.37,42759.38
No,Yes,1009.43,21904.69
No,No,615.47,25865.18
No,No,673.70,41891.43
No,Yes,1288.55,24918.42
No,Yes,2388.17,7832.14
No,No,0.00,34545.10
No,Yes,1119.39,20011.47
No,No,1352.70,35743.00
No,Yes,886.35,17534.47
No,Yes,1468.80,25038.82
No,No,727.37,46329.03
No,No,593.43,36995.82
No,Yes,1168.34,13580.95
No,No,541.78,56100.11
No,No,1055.41,29967.17
No,No,399.72,43243.67
No,Yes,552.88,14320.86
No,No,1189.75,50838.52
No,No,698.00,38135.56
No,No,431.54,46941.06
No,No,851.10,53433.57
No,No,1457.72,37453.84
No,Yes,992.28,13958.29
No,No,387.76,40063.73
No,No,794.18,43335.99
No,No,412.25,37088.21
No,Yes,1163.45,27308.69
No,Yes,880.28,20177.40
No,No,752.22,48764.02
No,No,40.09,33278.37
No,Yes,1242.52,18331.00
No,Yes,1671.81,20074.51
No,No,1097.04,40021.35
No,No,918.75,28327.55
No,No,1185.29,39926.61
No,No,997.48,44748.79
No,Yes,741.44,15499.92
No,Yes,1234.25,12268.36
No,No,0.00,52585.69
No,Yes,985.26,30295.63
No,No,1023.20,40866.02
No,No,423.43,46000.80
No,Yes,1007.14,17217.51
No,No,893.36,49960.31
No,No,1008.36,39610.63
No,No,692.00,45428.54
No,No,410.24,36502.38
No,Yes,1215.38,15994.04
No,No,599.03,49813.13
No,No,355.25,50160.70
No,No,869.90,33540.05
No,No,1786.46,54207.17
No,Yes,1221.81,12603.30
No,No,0.00,39164.02
No,No,1621.25,38590.90
No,No,1121.50,39395.90
No,No,736.64,55187.92
No,No,1739.54,51623.29
No,No,1478.62,41986.05
No,No,903.56,35296.45
No,No,739.65,48283.19
No,No,228.96,36783.01
No,No,1313.56,39989.01
No,No,903.93,27395.80
No,No,667.66,42078.68
No,No,539.89,33856.45
No,No,1877.11,43442.33
No,No,739.86,30853.29
No,Yes,408.56,18471.77
No,Yes,482.33,30588.03
No,No,1097.82,43065.62
No,No,1580.87,36513.62
No,Yes,920.23,16088.21
No,No,425.05,37351.36
No,No,0.00,53273.34
No,Yes,928.18,16968.87
No,No,617.35,38106.79
Yes,No,1673.49,49310.33
No,No,1023.05,19354.40
No,No,1459.56,44334.62
No,No,1235.78,35140.46
No,No,621.98,43472.23
No,No,280.94,50404.03
No,No,326.65,45562.57
No,No,902.76,52528.24
No,Yes,672.69,13795.96
No,Yes,710.78,17625.97
No,No,901.21,48855.45
Yes,Yes,2216.02,20911.70
No,No,1210.59,40182.71
No,No,828.97,33423.94
No,Yes,533.49,14707.30
No,Yes,768.82,22138.22
No,No,746.67,40354.56
No,Yes,730.74,7299.52
No,Yes,1308.02,17353.86
No,No,481.26,33500.57
No,Yes,1409.99,21569.89
No,No,524.61,40663.04
No,Yes,1122.14,13929.47
No,No,1105.88,42110.42
Yes,No,1319.82,36548.82
No,Yes,823.74,19041.82
No,No,172.98,47060.63
No,Yes,1497.36,10576.34
Yes,Yes,1819.94,19393.48
No,No,389.40,20200.38
Yes,Yes,2047.42,13678.51
No,No,909.87,44879.28
No,No,686.16,33190.43
No,Yes,0.00,20565.78
No,Yes,1676.10,25687.91
No,No,971.96,33543.33
No,No,887.59,59416.16
No,No,1312.85,64402.61
No,No,1808.72,30020.64
No,No,1170.74,49832.95
No,No,439.35,44620.27
No,No,103.04,45798.67
No,No,1473.90,32860.10
No,No,780.71,37023.12
No,No,1144.24,28019.00
No,No,1148.51,37392.17
No,No,667.41,31150.03
No,No,1013.79,50268.99
No,Yes,1418.39,12788.72
No,Yes,1345.29,23169.40
No,Yes,1493.11,14295.66
No,No,828.27,36241.66
No,Yes,208.90,17966.36
No,No,567.29,39841.23
No,No,686.87,32359.34
No,Yes,1926.29,12283.41
No,No,814.29,36613.71
No,No,1569.52,43024.97
No,No,0.00,42035.34
No,Yes,0.00,13226.15
No,Yes,1828.61,20225.81
No,No,777.65,50869.73
Yes,No,1644.70,61474.93
No,No,295.13,36539.08
No,No,781.12,22327.68
No,No,673.93,39508.62
No,No,343.25,58411.68
No,Yes,1302.34,16292.27
No,No,225.82,54124.21
No,Yes,1456.86,14530.31
No,No,955.09,52224.49
No,No,777.02,47369.12
No,No,0.00,23616.54
No,No,527.25,49280.30
No,No,29.85,36972.93
No,No,125.10,16157.22
No,Yes,1095.87,16127.52
No,No,0.00,41194.07
No,No,974.00,48095.07
No,No,1288.25,42226.46
No,No,269.29,33846.51
No,No,1105.89,35450.73
No,No,360.89,37581.79
No,No,933.10,24113.92
No,No,1184.21,38409.54
No,Yes,1850.61,20409.04
No,Yes,1517.80,12958.65
No,No,969.55,41301.97
No,No,683.81,41004.66
No,No,915.08,23682.91
No,No,0.00,47895.80
No,No,606.58,32497.45
No,No,689.92,37695.79
No,No,561.62,38894.55
No,No,303.52,43791.11
Yes,No,1823.40,14664.14
No,Yes,1698.29,11764.86
No,Yes,1355.31,11070.85
No,Yes,1009.91,18001.86
No,No,887.90,29642.14
No,No,308.53,39121.36
No,No,1512.26,35652.77
No,No,0.00,39858.13
No,No,1274.60,55206.70
No,Yes,1795.22,7112.41
No,No,849.00,44379.75
No,No,588.78,58764.36
No,No,551.17,24975.03
No,Yes,1084.04,13680.11
No,No,723.42,35938.14
Yes,No,698.57,31754.52
No,No,910.74,40222.71
No,Yes,1581.07,17331.33
No,No,948.69,39671.53
No,No,199.17,21753.36
No,Yes,1759.41,11556.18
No,No,780.66,29691.49
No,Yes,1770.80,18837.42
Yes,Yes,2182.60,20780.69
No,No,696.01,35920.66
No,No,563.92,47839.62
No,No,1041.07,41485.62
No,No,293.66,38893.60
No,Yes,1489.05,17934.49
No,No,237.49,44614.72
No,No,1266.80,34652.11
No,No,1059.87,33567.85
No,Yes,704.29,13472.48
No,No,0.00,45701.09
No,No,0.00,47846.96
No,No,499.62,42052.87
No,No,728.82,33662.07
No,No,1238.11,37544.94
No,No,776.90,37685.45
No,No,202.07,28814.18
No,No,625.40,52074.97
No,No,1089.30,28232.14
No,No,992.96,45540.45
No,No,352.75,41548.88
No,No,416.75,69386.90
No,No,937.92,31664.07
No,Yes,15.15,13430.42
No,No,1128.67,42566.30
No,Yes,1924.56,8097.92
No,No,211.08,50506.22
No,No,23.53,42814.82
No,No,891.39,43535.94
No,No,707.11,18675.92
No,Yes,1018.10,18239.28
No,No,1404.10,28764.50
No,No,817.09,55892.73
No,Yes,908.85,20332.39
No,No,1216.20,47561.71
No,No,176.90,43150.27
No,No,401.71,51338.22
No,No,1214.21,45778.03
No,Yes,1835.56,17807.45
No,No,66.77,43189.66
No,No,1343.19,30960.62
No,No,1309.41,34469.98
No,Yes,463.09,21248.65
Yes,No,1672.03,50327.37
No,No,357.74,45516.78
No,No,705.10,38297.85
No,Yes,453.64,9770.01
No,Yes,1799.15,20215.62
No,No,748.14,21153.48
No,No,650.09,46496.51
No,Yes,341.49,21278.83
No,No,1476.48,50701.85
No,No,1134.34,41748.18
No,Yes,852.36,20948.97
No,Yes,930.66,22920.00
No,No,1027.02,47046.01
No,No,1494.25,48133.94
Yes,No,1396.79,40371.12
No,No,44.06,50765.70
No,No,938.28,33341.96
No,No,776.96,36704.05
No,Yes,1589.65,15262.42
No,Yes,1247.56,16410.89
No,No,0.00,30143.96
Yes,Yes,2291.62,20837.21
No,No,676.96,33013.82
No,No,136.00,59369.65
No,No,630.61,52491.56
No,No,315.95,38938.98
No,Yes,564.74,15411.19
No,No,663.24,25728.87
No,No,72.12,35374.86
No,No,491.04,37835.61
No,No,1331.90,38903.20
No,No,755.34,37027.25
No,No,684.19,45400.02
No,Yes,407.34,25376.73
